,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
71,10,21,13,3.97404838593301,71
72,18,19,13,-51.0526530215814,72
73,18,8,13,-47.4221426066702,73
74,18,12,13,-48.6174186955236,74
75,18,10,13,-4.94967309757881,75
76,18,20,13,-50.2081580119965,76
77,18,23,13,-15.1908053719363,77
78,18,27,13,-24.489477273175403,78
79,18,24,13,-15.9690493424185,79
80,18,26,13,7.990973940318055,80
81,18,30,13,-6.031173456354875,81
82,18,29,13,-8.487778280986134,82
83,18,15,13,6.63043849063161,83
84,18,6,13,-31.9898068495832,84
85,20,29,13,-1.5594671307831849,85
86,32,5,13,-45.0142639957413,86
87,32,19,13,12.1604481087081,87
88,32,12,13,-5.71319191969299,88
89,32,20,13,-5.055629267803925,89
90,32,27,13,-10.105014608202396,90
91,32,34,13,-77.138265735765,91
92,32,11,13,-15.3650930087792,92
93,32,26,13,-43.662241043602,93
94,32,25,13,-22.0307652063606,94
95,32,29,13,14.332035028067502,95
96,32,14,13,-26.96611886783949,96
97,32,15,13,-46.307265628626894,97
98,32,7,13,-65.84206219223691,98
99,23,5,13,-13.7158500847763,99
100,23,8,13,10.04134171665078,100
101,23,10,13,14.0878148954661,101
102,23,30,13,10.07677279226782,102
103,23,29,13,6.532730447545781,103
104,23,37,13,-13.9890067074712,104
105,23,3,13,6.76027179794778,105
106,23,14,13,-6.25509850462183,106
107,1,19,13,-9.703992262556994,107
108,1,8,13,-25.22825140947809,108
109,1,12,13,-16.7283434735652,109
110,1,10,13,7.566941527332935,110
111,1,20,13,-26.5870418039566,111
112,1,23,13,1.66424117065141,112
113,1,24,13,-10.57743990282499,113
114,1,25,13,-10.5215570575022,114
115,1,29,13,16.5160019984215,115
116,1,14,13,-8.793795556713375,116
117,1,15,13,-4.44373822769667,117
118,1,7,13,-13.2269968508117,118
119,1,6,13,-16.8665713941422,119
120,27,8,13,-10.676844613818004,120
121,27,20,13,-12.6924893698132,121
122,27,37,13,-11.209829632533602,122
123,27,4,13,15.3585082732853,123
124,27,14,13,-17.1384008926068,124
125,28,5,13,-31.2287321065281,125
126,28,19,13,21.3378218295941,126
127,28,20,13,-12.2453464379678,127
128,28,27,13,-10.3185495087895,128
129,28,11,13,-19.0460171048626,129
130,28,26,13,-33.913356003864,130
131,28,25,13,-6.784360887722011,131
132,28,30,13,-7.0720942996424405,132
133,28,29,13,27.8245387279485,133
134,28,3,13,-5.90878159986671,134
135,28,14,13,-24.1634126926578,135
136,28,15,13,-33.07193867013015,136
137,28,7,13,-30.7631996336254,137
138,34,19,13,-54.5203790461256,138
139,34,8,13,-48.548310819216,139
140,34,12,13,-54.7086361353866,140
141,34,20,13,-62.194079352203445,141
142,34,23,13,-20.4134677694429,142
143,34,1,13,-19.99549626439725,143
144,34,27,13,-35.663104825385,144
145,34,28,13,-41.9625854643863,145
146,34,24,13,-22.122664274213697,146
147,34,25,13,-15.555226923708,147
148,34,29,13,-34.370463438907095,148
149,34,37,13,-13.8337594452479,149
150,34,3,13,-9.562647742896806,150
151,34,21,13,-47.1153206453242,151
152,34,33,13,-50.1763879457114,152
153,34,6,13,-35.82082677671,153
154,11,8,13,-4.29180030108798,154
155,11,20,13,-7.074677602314545,155
156,11,27,13,5.44175641330582,156
157,11,14,13,-3.47162398977547,157
158,11,21,13,-10.7624197667025,158
159,22,19,13,-59.7261871922369,159
160,22,8,13,-52.96765594223695,160
161,22,12,13,-26.217135840046,161
162,22,10,13,-3.93372673153684,162
163,22,20,13,-41.6823185566749,163
164,22,23,13,-49.6431675195849,164
165,22,27,13,-24.7875831361913,165
166,22,11,13,-12.5236478378631,166
167,22,24,13,-31.7487741041858,167
168,22,26,13,1.76622854686041,168
169,22,25,13,-10.334147410358614,169
170,22,30,13,-3.94945127113871,170
171,22,29,13,-18.8191517009036,171
172,22,14,13,-25.04067463683669,172
173,22,6,13,-50.8194012944491,173
174,9,5,13,-14.3445225112601,174
175,9,19,13,-6.47388556522921,175
176,9,12,13,-12.5156851556601,176
177,9,10,13,-5.08907024924845,177
178,9,20,13,-7.077822223256961,178
179,9,34,13,-36.8240395967977,179
180,9,11,13,-4.60793191656877,180
181,9,24,13,-3.99582858458103,181
182,9,25,13,-7.33273631039263,182
183,9,14,13,-11.387213706906897,183
184,9,7,13,-12.2421791805788,184
185,2,19,13,16.0265653006042,185
186,2,12,13,-4.85768813931888,186
187,2,10,13,9.076302567440404,187
188,2,20,13,-12.6406845879904,188
189,2,27,13,6.76498974399793,189
190,2,34,13,-25.9744071191857,190
191,2,26,13,-10.141354848425983,191
192,2,30,13,3.12192709618799,192
193,2,29,13,27.0908190906894,193
194,2,14,13,-22.5347144533451,194
195,2,15,13,-3.3725509432215,195
196,2,7,13,-7.06996516398323,196
197,2,6,13,-3.36649430762362,197
198,24,5,13,-18.645731258072303,198
199,24,8,13,9.645991068675633,199
200,24,12,13,-4.70068936884494,200
201,24,10,13,8.518746242054945,201
202,24,23,13,12.4749078461041,202
203,24,27,13,-6.063367774362115,203
204,24,30,13,7.3062894080406995,204
205,24,29,13,4.01136620263244,205
206,24,37,13,-25.1740496917611,206
207,24,3,13,6.04427662174446,207
208,35,0,13,-5.44881761903992,208
209,35,19,13,-39.848562984435546,209
210,35,8,13,-36.5078749111933,210
211,35,12,13,-30.2952918154649,211
212,35,16,13,-7.02372413381653,212
213,35,10,13,-3.92943347266707,213
214,35,20,13,-22.302019505223,214
215,35,32,13,-34.6410739344459,215
216,35,23,13,-10.5153425642833,216
217,35,1,13,-4.422983984821535,217
218,35,28,13,-30.2237548197075,218
219,35,22,13,-8.91406865702948,219
220,35,9,13,-14.3137801200785,220
221,35,2,13,-7.227722644227035,221
222,35,24,13,-11.9088119676592,222
223,35,26,13,6.3274627325522,223
224,35,25,13,-6.365366011238115,224
225,35,29,13,-12.5921310683742,225
226,35,13,13,-14.7664548625719,226
227,35,7,13,-11.4635757101671,227
228,35,21,13,-28.28710735403855,228
229,35,31,13,-26.65209914124049,229
230,35,33,13,-14.7282448803341,230
231,35,6,13,-12.6273622184838,231
232,26,8,13,-45.1016786246247,232
233,26,12,13,-19.4564986315352,233
234,26,10,13,2.01900910367041,234
235,26,20,13,-12.9664160823299,235
236,26,23,13,-13.9330908886177,236
237,26,24,13,-17.824983772550702,237
238,26,29,13,8.722820418208196,238
239,26,3,13,4.170426987790365,239
240,26,21,13,-49.8858542627308,240
241,25,8,13,-17.942156704623,241
242,25,12,13,-3.37772258926775,242
243,25,20,13,-11.1458113321423,243
244,25,23,13,4.74866166433032,244
245,25,24,13,-4.35065448400109,245
246,25,3,13,3.53870612550817,246
247,25,14,13,-5.4122719047786205,247
248,25,21,13,-24.8317778003824,248
249,30,8,13,18.1065842104071,249
250,30,27,13,6.26181327737746,250
251,36,10,13,7.367639402421185,251
252,36,20,13,-8.604566026091371,252
253,36,32,13,-22.9111197865151,253
254,36,23,13,9.173399217858414,254
255,36,27,13,4.99122493185464,255
256,36,28,13,-17.1932364604338,256
257,36,34,13,-6.16934229750446,257
258,36,11,13,11.9039848270195,258
259,36,22,13,-7.348750518545585,259
260,36,26,13,5.40677550476006,260
261,36,30,13,14.4461131773463,261
262,36,13,13,4.10738909692683,262
263,36,3,13,14.771782841114,263
264,36,15,13,3.26453963494974,264
265,36,7,13,-12.4558565070622,265
266,36,21,13,-13.7568989313727,266
267,37,20,13,-31.0610831939118,267
268,37,29,13,-5.54098980880352,268
269,37,14,13,-27.4619105197477,269
270,13,5,13,-22.6331689091232,270
271,13,12,13,-3.365628313046156,271
272,13,10,13,1.95857795521649,272
273,13,23,13,3.15862743053514,273
274,13,27,13,-11.7721991109644,274
275,13,34,13,-40.9120653781666,275
276,13,26,13,-26.1137162591951,276
277,13,25,13,-6.3654914621129794,277
278,13,30,13,-4.0020147024855,278
279,13,3,13,-9.95399035703698,279
280,13,14,13,-13.6498916425153,280
281,13,15,13,-17.104578162594102,281
282,13,7,13,-37.9444515141201,282
283,13,6,13,3.096181839769255,283
284,3,20,13,-5.03331773584183,284
285,3,30,13,4.57593277367898,285
286,3,29,13,6.287045680524811,286
287,3,4,13,3.39047622324237,287
288,4,20,13,-4.381046177991619,288
289,4,29,13,24.707419000573,289
290,14,20,13,-10.16292114239149,290
291,14,29,13,-9.87391359568659,291
292,15,19,13,-50.2488826086502,292
293,15,8,13,-38.2494473629514,293
294,15,12,13,-22.300131782649,294
295,15,24,13,-16.6918014416892,295
296,15,30,13,11.2020575538988,296
297,15,29,13,-9.97546244486259,297
298,15,14,13,-11.5276031487239,298
299,15,7,13,-4.9909906579679895,299
300,15,21,13,-66.1309087430907,300
301,7,19,13,-57.71987469223695,301
302,7,8,13,-54.5159996922369,302
303,7,12,13,-50.2622354276842,303
304,7,10,13,-8.442356461926689,304
305,7,20,13,-33.8758277749717,305
306,7,23,13,-44.6357793847439,306
307,7,27,13,-19.6900167804877,307
308,7,11,13,-10.486280201781597,308
309,7,24,13,-32.920345858956296,309
310,7,25,13,-14.4926120364789,310
311,7,29,13,-10.6599183529324,311
312,7,37,13,-19.4707531445762,312
313,7,3,13,-3.48528353415442,313
314,7,14,13,-4.1886433706993405,314
315,7,21,13,-53.3833434422369,315
316,21,29,13,22.0902666327287,316
317,21,14,13,-18.6513913404197,317
318,31,5,13,-27.791162367596,318
319,31,10,13,-4.82759498695381,319
320,31,20,13,-5.32397731659052,320
321,31,27,13,-11.1997014243851,321
322,31,34,13,-49.2928000253991,322
323,31,11,13,-11.904388212624,323
324,31,26,13,-19.21025703468809,324
325,31,25,13,-8.09182134543116,325
326,31,15,13,-10.837533594598147,326
327,31,7,13,-65.952897200664,327
328,33,5,13,-22.9905979443009,328
329,33,12,13,-5.47687070150595,329
330,33,10,13,-2.03650242288517,330
331,33,27,13,-6.71125184966481,331
332,33,26,13,-13.5324571355946,332
333,33,30,13,-3.097482914271035,333
334,33,29,13,-3.65209837773651,334
335,33,14,13,-12.4953690757513,335
336,33,15,13,-8.15554489588904,336
337,33,7,13,-22.5010699475032,337
338,6,5,13,-22.9325887983491,338
339,6,20,13,-4.35122929982569,339
340,6,23,13,3.76848643321337,340
341,6,24,13,3.7384777279974,341
342,6,26,13,-13.0130570396232,342
343,6,30,13,3.11253369493323,343
344,6,37,13,-22.8890165211245,344
345,6,14,13,-7.55137331693146,345
346,6,15,13,-14.142202253514,346
347,6,7,13,-66.3895874845619,347
348,0,8,9,3.81020295250238,1
349,0,11,9,-2.59655884140174,348
350,0,24,9,6.312036642480015,349
351,0,26,9,-2.43035299013194,6
352,0,30,9,2.238868068173435,350
353,0,14,9,-4.66809752986893,8
354,0,15,9,3.85927948830424,351
355,0,7,9,-47.3269971846391,9
356,5,20,9,5.443853133098935,11
357,19,8,9,5.60511132658641,17
358,19,10,9,13.1526169951023,19
359,19,11,9,5.83411082973357,22
360,19,24,9,10.2875928487219,23
361,19,30,9,11.2301605799975,26
362,19,29,9,9.15242749637977,27
363,19,14,9,2.72297627771513,30
364,19,21,9,3.6757992173684304,31
365,8,29,9,-8.773267412602191,352
366,8,37,9,3.35368901573823,33
367,8,4,9,6.404027506279785,34
368,8,14,9,2.9399269053872503,35
369,12,30,9,5.715460268846865,353
370,12,29,9,-4.0099967400370105,354
371,12,37,9,-3.22231520584399,40
372,16,8,9,-21.9125112721766,44
373,16,12,9,-14.6005226683587,45
374,16,20,9,-24.8709962395544,47
375,16,23,9,-10.172348922171713,355
376,16,27,9,-8.043914875736325,356
377,16,34,9,-10.40323875099471,48
378,16,11,9,-11.121941586722716,357
379,16,24,9,-5.81062583364454,49
380,16,14,9,-21.7903141057581,51
381,16,15,9,-21.2179391511401,358
382,17,5,9,-9.05086712377648,53
383,17,19,9,-26.4176954857443,54
384,17,8,9,-24.94346464129,55
385,17,12,9,-40.757109669356296,56
386,17,10,9,-13.842224147838,359
387,17,20,9,-42.6299552265321,57
388,17,23,9,-23.2991253510462,58
389,17,27,9,-16.731388842254397,59
390,17,34,9,-12.140758932909598,360
391,17,11,9,-34.0429760746987,60
392,17,26,9,-7.42523938470196,361
393,17,25,9,-7.37121656968193,62
394,17,30,9,-26.301951173943,63
395,17,29,9,-17.1350943876332,64
396,17,3,9,5.61763610641406,65
397,17,14,9,-12.7922650742665,362
398,17,15,9,-11.3946896438151,363
399,17,6,9,-18.8590911558878,66
400,10,29,9,10.40149019905228,68
401,10,4,9,7.06231917660301,70
402,10,21,9,4.42945191120096,71
403,18,19,9,7.56317285350827,72
404,18,10,9,14.8132538834323,75
405,18,34,9,4.77392856709038,364
406,18,11,9,-4.89873948680836,365
407,18,24,9,13.1909794128968,79
408,18,26,9,6.81162619677165,80
409,18,25,9,11.3882875700262,366
410,18,30,9,10.8195726865588,81
411,18,29,9,9.19868243396693,82
412,32,5,9,-36.2145291940951,86
413,32,19,9,-10.514338126803295,87
414,32,12,9,-4.23339489827427,88
415,32,10,9,-14.4865387784022,367
416,32,23,9,-2.03489432888546,368
417,32,27,9,-10.6479693001304,90
418,32,34,9,-8.683341147823299,91
419,32,11,9,-3.5207508624336503,92
420,32,26,9,-17.5340511577541,93
421,32,25,9,-19.5970456170959,94
422,32,30,9,7.293940004219189,369
423,32,29,9,-18.8023442008959,95
424,32,3,9,-11.9999974175699,370
425,32,14,9,-7.14961284572996,96
426,32,7,9,-64.742093442237,98
427,32,6,9,-7.12221617984345,371
428,23,5,9,-4.17922024246908,99
429,23,8,9,5.75633796087957,100
430,23,30,9,10.749410068948151,102
431,23,4,9,6.7966369947810605,372
432,23,21,9,9.555471894673804,373
433,1,8,9,-5.06415051851383,108
434,1,23,9,5.3494946616289045,112
435,1,27,9,-3.25884380489945,374
436,1,24,9,11.3438262285306,113
437,1,30,9,9.10340280105028,375
438,1,15,9,4.24991235120127,117
439,1,7,9,-19.977300549820903,118
440,28,5,9,2.06506663042976,125
441,28,8,9,7.68814626251865,376
442,28,12,9,-7.076724866108,377
443,28,10,9,2.8756832527992,378
444,28,20,9,-8.074771110210145,127
445,28,23,9,5.79006911772076,379
446,28,24,9,15.9835882300852,380
447,28,30,9,10.4422514346924,132
448,28,29,9,3.95624978270104,133
449,28,15,9,8.34286604970583,136
450,28,7,9,-10.7988083795958,137
451,34,5,9,-4.13300180126264,381
452,34,19,9,2.45360032691892,138
453,34,8,9,6.63113633078034,139
454,34,12,9,1.1633251635954012,140
455,34,1,9,-5.85100741757641,143
456,34,24,9,19.3885739690567,146
457,34,26,9,-6.59623027568631,382
458,34,25,9,-3.33378917498068,147
459,34,30,9,14.6962348203443,383
460,34,29,9,-5.096445239055949,148
461,34,37,9,-5.503399322960014,149
462,34,14,9,4.8528758945142645,384
463,34,15,9,9.223849787607593,385
464,34,7,9,-19.3891152210811,386
465,34,33,9,3.5613887306301497,152
466,11,8,9,4.29601359657911,154
467,11,23,9,-6.519506030493795,387
468,11,27,9,5.03482547549153,156
469,11,24,9,9.994520675305289,388
470,11,37,9,-8.47732202932604,389
471,11,21,9,5.87794346465045,158
472,22,5,9,-14.3012756167346,390
473,22,19,9,-21.0009784531896,159
474,22,8,9,-26.6086202378433,160
475,22,12,9,-33.4141064368036,161
476,22,10,9,-9.938954439437875,162
477,22,20,9,-21.6573130870024,163
478,22,23,9,-77.306629354943,164
479,22,27,9,-22.500111871126,165
480,22,34,9,-14.9077841929189,391
481,22,11,9,-85.32037469223695,166
482,22,24,9,-10.6728231648293,167
483,22,26,9,-16.0262017534228,168
484,22,25,9,-16.548776349284502,169
485,22,30,9,-20.8236234519321,170
486,22,29,9,-15.6215945813263,171
487,22,14,9,-26.2460170325997,172
488,22,15,9,-30.94785271684,392
489,22,6,9,-38.5593206216263,173
490,9,5,9,-16.067640635383,174
491,9,19,9,-8.241696419155911,175
492,9,8,9,-6.00967590683311,393
493,9,12,9,-6.73919757726929,176
494,9,10,9,-3.09116870415793,177
495,9,20,9,-4.22955885474938,178
496,9,27,9,-15.157334629607,394
497,9,34,9,-13.9281647701086,179
498,9,11,9,-6.14523794836908,180
499,9,24,9,-5.765927189935621,181
500,9,26,9,-9.001332351116229,395
501,9,25,9,-10.355345644971116,182
502,9,29,9,-8.7929150935145,396
503,9,14,9,-7.811581070799919,183
504,9,15,9,-9.51529222893242,397
505,9,7,9,-45.6692543658796,184
506,9,6,9,-13.8550461420641,398
507,2,10,9,6.07725853713785,187
508,2,24,9,12.5992459563601,399
509,2,25,9,-5.5684865871622105,400
510,2,30,9,11.412986367872984,192
511,2,15,9,7.44693279083482,195
512,2,7,9,-24.4770397165329,196
513,24,5,9,8.50861031563107,198
514,24,8,9,9.51268500605148,199
515,24,12,9,2.09870732133714,200
516,24,23,9,13.3098933916293,202
517,24,27,9,3.78462696448698,203
518,24,30,9,19.1954815067923,204
519,24,29,9,7.800382000789259,205
520,24,37,9,-6.29304613470716,206
521,24,3,9,8.81860721141029,207
522,24,4,9,13.7796364761182,401
523,24,14,9,6.92257852374562,402
524,24,21,9,12.630005856977402,403
525,35,0,9,-7.748329823420365,208
526,35,8,9,-21.2817419684994,210
527,35,12,9,-29.6025224769946,211
528,35,16,9,14.055718921858048,212
529,35,17,9,11.76282309774701,404
530,35,20,9,-21.61024861525729,214
531,35,32,9,-40.970387869750496,215
532,35,27,9,-12.9575601381995,405
533,35,34,9,-5.255694613793976,406
534,35,9,9,-19.5905996824398,220
535,35,2,9,-10.315271622399926,221
536,35,30,9,-28.3408008575914,407
537,35,29,9,-5.64749440315906,225
538,35,36,9,-9.780205215878723,408
539,35,37,9,5.691844902312704,409
540,35,13,9,-14.0738272075412,226
541,35,4,9,-12.1887895617467,410
542,35,31,9,-21.424973052571097,229
543,35,33,9,-12.9098576580315,230
544,35,6,9,-9.774668788165684,231
545,26,8,9,-7.25500437720223,232
546,26,10,9,4.117674233034871,234
547,26,23,9,7.81627377664891,236
548,26,24,9,9.585994077694515,237
549,26,29,9,5.17983279394593,238
550,25,8,9,-3.95988529785423,241
551,25,12,9,-7.438284988111435,242
552,25,10,9,4.32311292016302,411
553,25,24,9,9.17214700854584,245
554,25,30,9,5.404057506518541,412
555,30,8,9,15.1415687450564,249
556,30,20,9,4.8825719677935,413
557,30,27,9,7.327628718591599,250
558,30,4,9,11.2667395800302,414
559,30,21,9,10.81552108755041,415
560,36,16,9,-13.869409041676,416
561,36,17,9,-19.2690024322094,417
562,36,10,9,12.4623583890808,251
563,36,18,9,6.49265933697968,418
564,36,32,9,-6.130101128025959,253
565,36,22,9,-62.0557063701016,259
566,36,9,9,-6.13567867326303,419
567,36,37,9,-4.04005512362097,420
568,36,3,9,10.100737375483575,263
569,36,4,9,8.142775956748915,421
570,36,15,9,6.528775987139349,264
571,36,7,9,-58.4303127719736,265
572,36,21,9,8.44689491094751,266
573,36,31,9,12.0409894927404,422
574,37,29,9,6.39020382654244,268
575,37,14,9,-7.734501611983809,269
576,13,8,9,4.44138386956094,423
577,13,12,9,-5.7015458018553495,271
578,13,27,9,-2.80989060603153,274
579,13,24,9,10.3545783547248,424
580,13,26,9,-7.351157203370789,276
581,13,30,9,5.073533770834271,278
582,13,3,9,-13.8496168387354,279
583,13,15,9,6.76076870538317,281
584,13,7,9,-22.3867678314696,282
585,3,37,9,2.91046163513179,425
586,3,14,9,6.31161445506254,426
587,4,14,9,3.48574995681207,427
588,15,5,9,-10.24364734146062,428
589,15,19,9,3.80351589965767,292
590,15,8,9,10.5860183812892,293
591,15,10,9,5.93047551369548,429
592,15,11,9,8.26084455026618,430
593,15,24,9,16.1519213170751,295
594,15,26,9,4.1612345834662,431
595,15,25,9,5.44958689144946,432
596,15,30,9,12.5274940506883,296
597,15,29,9,5.952312675101281,297
598,15,3,9,3.9691238008763503,433
599,15,4,9,12.3167918796853,434
600,15,14,9,-3.64183028961882,298
601,15,7,9,-31.5010013174615,299
602,15,21,9,8.70720583934763,300
603,7,19,9,-25.6980376252875,301
604,7,8,9,-25.7456893257556,302
605,7,12,9,-42.7682034193563,303
606,7,10,9,-20.8465648276132,304
607,7,20,9,-40.07876772653211,305
608,7,23,9,-65.3865588395528,306
609,7,27,9,-26.386353660085803,307
610,7,11,9,-72.64765804636849,308
611,7,26,9,-16.331662149152102,435
612,7,25,9,-25.1192799012792,310
613,7,30,9,-21.2315510222246,436
614,7,29,9,-17.8098495680286,311
615,7,37,9,-24.31514558429685,312
616,7,4,9,-24.9220484361022,437
617,7,14,9,-22.162038064251902,314
618,7,21,9,-14.431666059834,315
619,21,29,9,7.043263394801899,316
620,31,8,9,5.261037415272725,438
621,31,12,9,2.42716866151533,439
622,31,23,9,13.6455864080906,440
623,31,34,9,2.76778952573558,322
624,31,11,9,4.62382787730737,323
625,31,24,9,7.18750989266836,441
626,31,26,9,4.39183977237879,324
627,31,25,9,7.565834505388786,325
628,31,30,9,14.7480003061953,442
629,31,14,9,7.42496991136741,443
630,31,15,9,8.69826914225839,326
631,31,7,9,-39.0331600443448,327
632,31,6,9,9.339841826366287,444
633,33,8,9,5.473510438924571,445
634,33,12,9,-3.88054912367843,329
635,33,20,9,-5.7538067189914806,446
636,33,27,9,-3.25808130467429,331
637,33,24,9,11.5310892357462,447
638,33,26,9,-6.92948534041261,332
639,33,30,9,4.662029888958919,333
640,33,3,9,-6.02943999186,448
641,33,14,9,2.28346270184785,335
642,33,15,9,7.255198900672379,336
643,33,7,9,-24.887333351559903,337
644,6,5,9,-6.519619573297045,338
645,6,20,9,-6.284386348520735,339
646,6,23,9,7.652844068433991,340
647,6,28,9,5.28988135972967,449
648,6,24,9,13.5025887461934,341
649,6,30,9,8.2876151769324,343
650,6,15,9,6.569737567161065,346
651,6,7,9,-39.687595312577,347
652,0,12,1,-4.323546075408125,450
653,0,34,1,4.86008310792068,5
654,0,26,1,-10.3618762701048,6
655,0,14,1,-7.94839810941256,8
656,0,7,1,-38.14117001874981,9
657,5,30,1,-5.68962289221179,451
658,5,29,1,-4.988145184211286,12
659,5,37,1,-8.1577664903227,13
660,5,14,1,-7.20585835816571,452
661,5,21,1,-8.68436000128112,15
662,19,5,1,-11.9431847728869,16
663,19,12,1,-4.427272931349361,18
664,19,20,1,-3.659139111206575,20
665,19,23,1,6.75235824207236,453
666,19,24,1,4.07982461825931,23
667,19,26,1,-32.5171677586657,24
668,19,25,1,-8.29398866992587,25
669,19,30,1,9.43658173887369,26
670,19,37,1,-9.537471656081625,28
671,19,3,1,2.62319473328664,454
672,19,4,1,5.69201359251684,29
673,19,14,1,-9.63833093926082,30
674,12,5,1,-9.916827706313796,36
675,12,8,1,-6.63465773735869,455
676,12,20,1,-7.07505500617504,38
677,12,27,1,-3.941245158880985,39
678,12,30,1,-8.07886669247741,353
679,12,29,1,-11.6171926596172,354
680,12,37,1,-10.6361627419063,40
681,12,4,1,-8.04925152222845,41
682,12,14,1,-9.022318626041486,42
683,12,21,1,-6.40363516514037,43
684,16,5,1,-6.312784754998215,456
685,16,19,1,-54.1846370748719,457
686,16,8,1,-16.5746296033805,44
687,16,12,1,-9.92626174630979,45
688,16,10,1,-9.652102115634404,46
689,16,20,1,-19.43058093860349,47
690,16,23,1,-12.8780092349061,355
691,16,27,1,-38.8401118746091,356
692,16,34,1,-13.3253193071863,48
693,16,11,1,-13.091229031282602,357
694,16,24,1,-18.6511155454183,49
695,16,25,1,-6.42508275700944,458
696,16,29,1,-14.8323530531927,50
697,16,14,1,-8.760021968207385,51
698,16,15,1,-38.1779395070066,358
699,16,7,1,-11.5964413426609,52
700,16,6,1,-15.8294574861788,459
701,17,5,1,-7.81237346729131,53
702,17,19,1,-48.6393786196093,54
703,17,8,1,-20.2645207906029,55
704,17,12,1,-34.4920426705022,56
705,17,10,1,-7.4271591495377,359
706,17,20,1,-55.3754203001111,57
707,17,23,1,-8.5972796736503,58
708,17,27,1,-31.8536342804069,59
709,17,34,1,-7.24179462134513,360
710,17,11,1,-11.7148842498558,60
711,17,24,1,-13.924493421012802,61
712,17,29,1,-27.5259973930861,64
713,17,3,1,-6.1597463411017,65
714,17,14,1,-13.8587383529839,362
715,17,15,1,-13.9318744303386,363
716,17,6,1,-22.1366461869891,66
717,10,5,1,-7.44054897867508,460
718,10,8,1,10.5508604436282,67
719,10,20,1,2.0834290585401654,461
720,10,27,1,9.60807409316032,462
721,10,30,1,3.96889643898076,463
722,10,4,1,3.53244648536735,70
723,10,14,1,5.61037895471237,464
724,10,21,1,2.66805891077726,71
725,18,5,1,-9.08154715182777,465
726,18,19,1,-44.8349061222034,72
727,18,8,1,-15.5006770406029,73
728,18,12,1,-27.939129230537297,74
729,18,10,1,-10.4117528995377,75
730,18,20,1,-47.463332538294,76
731,18,23,1,4.8822203263497,77
732,18,27,1,-31.94119678040689,78
733,18,34,1,-7.49588837134513,364
734,18,29,1,-18.3137445984854,82
735,18,14,1,-14.9875220338434,466
736,18,15,1,-6.802862533865475,83
737,18,7,1,-12.03564520986659,467
738,18,6,1,-17.4006096245204,84
739,32,5,1,-17.237429125085,86
740,32,8,1,3.5794628240724897,468
741,32,12,1,-4.46739653667374,88
742,32,10,1,6.66497667360662,367
743,32,23,1,2.62147963038431,368
744,32,34,1,-22.3314604819681,91
745,32,11,1,3.62440807890757,92
